Category,SubCategory,CatID,CatShort,Synonyms,Category_zh,SubCategory_zh,Synonyms_zh,Category_tw,SubCategory_tw,Synonyms_tw
AMBIENCE,NAUTICAL,AMBNaut,AMB,"Aft, Anchorage, Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Barnacled, Beachy, Boat, Boating, Boaty, Bow, Buccaneer, Buoy, Buoyage, Deck, Dock, Docks, Harbor, Jetty, Landlubber, Landlubbers, Mapping, Marina, Marine, Mariner, Mariners, Maritime, Mercantile, Midship, Naut, Nautic, Nautique, Naval, Navicular, Navies, Navigable, Navigational, Oceangoing, Oceanic, Oceanographic, Oceanographical, Offshore, Paddling, Pier, Piratic, Piratical, Port, Preppy, Sailor, Sailorly, Sailors, Sailworthy, Seaborne, Seafarer, Seafarers, Seafaring, Seagoing, Seakindly, Seamanlike, Seamanship, Seaward, Seaworthy, Semiseafaring, Ship, Shipboard, Shipbuilding, Shiplike, Shiply, Shipworks, Shipyard, Stern, Waterborne, Wharf, Yacht, Yachting, Yachty",环境,航海,"航海,造船厂,船尾甲板,船头,船尾,捕鱼, 航海,远洋,船舱, 深海, 海洋,海事,码头,船坞",環境,航海,"航海,造船廠,船尾甲板,船頭,船尾,捕魚, 航海,遠洋,船艙, 深海, 海洋,海事,碼頭,船塢"
AMBIENCE,OFFICE,AMBOffc,AMB,"Administrative, Agency, Agent, Applicant, Appointment, Attorney, Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Authority, Branch, Bureau, Business, Career, Chairmanship, Chambers, Clerical, Commission, Commissioner, Committee, Company, Corporate, Corporation, Council, Cubicle, Delegation, Dental, Department, Desk, Directorate, Employment, Firm, Government, Home, Job, Law, Management, Medical, Ministry, Official, Ombudsman, Organization, Phones, Precinct, Premises, Professional, Ringing, Secretariat, Station, Vocation, Work, Workplace, Workspace, Workstation",环境,办公室,"办公室,隔间,工作场所,部门,车站,分支机构,工作站",環境,辦公室,"辦公室,隔間,工作場所,部門,車站,分支機構,工作站"
AMBIENCE,PARK,AMBPark,AMB,"Arboretum, Area, Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Ballfield, Ballpark, Banff, Botanical, Campground, Campsite, City, Common, Commons, Dog, Esplanade, Gardens, Green, Grounds, Lawn, National, Nature, Parc, Parcs, Parke, Parkland, Path, Pavilion, Picnic, Playground, Plaza, Public, Recreation, Reserve, Safari, Sandbox, Skate, Space, Square, State, Suburban, Tract, Trail, Trails, Urban, Visitor, Visitors, Walking, Wildlife, Zoo",环境,公园,"公园, 操场, 花园, 植物园, 城市公园, 郊区公园, 棒球场",環境,公園,"公園, 操場, 花園, 植物園, 城市公園, 郊區公園, 棒球場"
AMBIENCE,PRISON,AMBPrisn,AMB,"Arrest, Attica, Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Blockhouse, Brig, Captivity, Cellblock, Cellmate, Center, Clink, Confinement, Correction, Correctional, Corrections, Corrective, County, Criminal, Custodial, Custody, Deprivation, Detained, Detainee, Detainees, Detention, Facility, Federal, Guard, Guardhouse, Gulag, Holding, Imprison, Imprisoned, Imprisonment, Incarcerated, Inmate, Inmates, Institution, Internment, Jail, Jailed, Jailer, Jailers, Jailhouse, Jailing, Jailors, Jails, Juvenile, Juvie, Locked, Lockup, Maximum, Medium, Military, Minimum, Offender, Parole, Penal, Penalty, Penitentiaries, Penitentiary, Prison, Prisoner, Prisoners, Private, Probation, Psychiatric, Punishment, Reformatory, Remand, Seclusion, Security, Sentence, Sentenced, Servitude, Slammer, Solitary, Stockade, Term, Warden, Warders, Yard",环境,监狱,"监狱, 监狱院子, 拘留, 监禁室, 刑罚机构, 禁闭室, 拘留所, 放风场",環境,監獄,"監獄, 監獄院子, 拘留, 監禁室, 刑罰機構, 禁閉室, 拘留所, 放風場"
AMBIENCE,PROTEST,AMBPrtst,AMB,"Activism, Angry, Anti-War, Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Argue, Black, Boycott, Boycotting, Boycotts, Change, Chanting, Civil, Climate, Control, Crowd, Defiance, Demonstrate, Demonstrating, Demonstration, Demonstrations, Denounce, Denouncement, Denunciation, Disapproval, Discontent, Displeasure, Dispute, Dissatisfaction, Dissent, Encampment, Environmental, Gun, Heckling, Human, Justice, Labor, LGBTQ, Lives, March, Marches, Matter, Mutiny, Oppose, Opposition, Outrage, Parade, Petition, Picket, Picketer, Picketing, Political, Procession, Protestors, Rallies, Rally, Rallying, Rants, Rebellion, Resist, Resistance, Retaliation, Revolt, Revolution, Rights, Riot, Rioting, Riots, Screaming, Social, Solidarity, Strike, Turmoil, Union, Uprising, Vigil, Yelling",环境,游行,"抗议,集会,集会,骚乱,高喊,大喊大叫,尖叫,愤怒的人群,游行,示威,动荡,反抗,革命,愤怒, 怒吼, 口号",環境,遊行,"抗議,集會,集會,騷亂,高喊,大喊大叫,尖叫,憤怒的人群,遊行,示威,動盪,反抗,革命,憤怒, 怒吼, 口號"
AMBIENCE,PUBLIC PLACE,AMBPubl,AMB,"Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Casino, Center, Cinema, Civic, Coffeeroom, Concessions, Convenience, Concourse, Courthouse, Courtyards, Escape, Fitness, Gallery, Grocery, Gyms, Hostel, Hotel, Hotels, Library, Lobbies, Lunchroom, Mall, Malls, Meeting, Motel, Museum, Museums, Park, Pedestrian, Plaza, Post, Premises, Public, Room, Shopping, Square, Squares, Stores, Supermarket, Theater, Venue",环境,公共场所,"除餐厅外其他室内或室外公共场所,商店,大堂,酒店,商场,博物馆,公共广场,庭院",環境,公共場所,"除餐廳外其他室內或室外公共場所,商店,大堂,酒店,商場,博物館,公共廣場,庭院"
AMBIENCE,RELIGIOUS,AMBRlgn,AMB,"Ashram, Atheist, Atheistic, Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Basilica, Belief, Buddhism, Buddhist, Cathedral, Chapel, Choir, Church, Churches, Churchgoing, Churchlike, Churchly, Clergy, Clergyman, Cleric, Clerical, Clerics, Communalistic, Confessional, Convent, Coptic, Creed, Cult, Cultic, Cults, Cultural, Denomination, Devout, Dini, Divine, Ecclesiastic, Ecclesiastical, Evangelic, Evangelical, Faith, Faiths, Fundamentalist, Gurdwara, Holy, Interfaith, Interreligious, Irreligious, Jain, Koranic, Mandir, Masjid, Missionaries, Monastery, Monk, Monks, Mosque, Nonsecular, Nuns, Oratory, Orthodox, Pagan, Pagoda, Parochial, Pastor, Pious, Prayer, Preacher, Priest, Priests, Rabbi, Religieuse, Religieux, Religion, Religionist, Religions, Religiosity, Revered, Sacred, Scripture, Scrupulous, Sectarian, Secular, Secularist, Service, Shinto, Shrine, Spiritual, Synagogue, Synodal, Tabernacle, Temple, Theistic, Theocracy, Theocratic, Theologic, Theological, Worship, Zen",环境,宗教场所,"教堂,寺庙,清真寺,教堂,宗教集会,大教堂,朝圣",環境,宗教場所,"教堂,寺廟,清真寺,教堂,宗教集會,大教堂,朝聖"
AMBIENCE,RESIDENTIAL,AMBHome,AMB,"Accommodation, Accommodations, Apartment, Apartments, Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Brownstone, Buildings, Bungalow, Cabin, Condo, Condominium, Cottage, Domestic, Domicile, Domiciled, Domiciliary, Dormitory, Duplex, Dwellers, Dwelling, Dwellings, Family, Farmhouse, Flat, Flats, Habitation, Habitational, Habitations, Habitative, Home, Homes, Homewards, House, Houseboat, Household, Houses, Housing, Igloo, Inhabitants, Inhabited, Loft, Mansion, Mobile, Multifamily, Occupancy, Penthouse, Premises, Residence, Residences, Residencies, Residency, Resident, Residential, Residentiary, Residents, Residing, Row, Single-family, Studio, Subsistence, Tenants, Townhouse, Triplex, Villa, Yurt",环境,住宅区,"房间, 窗外, 室内",環境,住宅區,"房間, 窗外, 室內"
AMBIENCE,RESTAURANT & BAR,AMBRest,AMB,"Automat, Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Bakery, Bar, Beer, Bistro, Brasserie, Brewery, Brewpub, Burger, Cafe, Cafeteria, Canteen, Cantina, Cart, Catering, Chophouse, Club, Cocktail, Coffee, Coffeehouse, Commissary, Creperie, Culinary, Deli, Diet, Dietary, Diner, Diners, Dinery, Disco, Dive, Drive-In, Eateries, Eatery, Eating, Fast-Food, Food, Foodservice, Foodstore, Gastropub, Grillroom, Hookah, Hostelry, Irish, Karaoke, Lounge, Lunch, Luncheon, Luncheonette, Lunchroom, Meal, Microbrewery, Nightclub, Nightspot, Parlor, Pizzeria, Pub, Restaurant, Restaurante, Restauranteur, Restaurantland, Restaurateur, Restaurateurs, Restauration, Resto, Restobar, Saloon, Seafood, Shop, Snack, Speakeasy, Sports, Stall, Steakhouse, Strip, Sushi, Tapas, Taproom, Tavern, Tearoom, Tiki, Trattoria, Waiter, Waitress, Whiskey, Wine",环境,餐馆,"餐厅,酒吧,酒馆,美食酒吧,餐车,小餐馆,咖啡厅,自助餐厅,食堂,茶室,沙龙,咖啡店,比萨店,快餐店,酒吧,自动售货机,小卖部,夜总会,熟食店,餐馆",環境,餐館,"餐廳,酒吧,酒館,美食酒吧,餐車,小餐館,咖啡廳,自助餐廳,食堂,茶室,沙龍,咖啡店,比薩店,快餐店,酒吧,自動售貨機,小賣部,夜總會,熟食店,餐館"
AMBIENCE,ROOM TONE,AMBRoom,AMB,"Air, Ambient, Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Attic, Basement, Bathroom, Bedroom, Conference, Conservatory, Dead, Den, Dining, Garage, Hotel, Kitchen, Library, Living, Lobby, Office, Quiet, Room, Roomtone, Room Tone, Study, Sunroom, Tone, Waiting, Whirr",环境,房间底噪,"房间,寂静,安静的空气, 空荡",環境,房間底噪,"房間,寂靜,安靜的空氣, 空蕩"
AMBIENCE,RURAL,AMBRurl,AMB,"Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Canyon, Coulee, Country, Countryside, Hill, Midwestern, Plateau, Remote, Rolling, Rurale, Rurales, Ruralist, Ruralistic, Ruralness, Rurals, Rustic, Savanna, Scenic, Scrub, Scrubland, Valley",环境,农村,"农村,平原,草原,山,连绵起伏的丘陵,树林,草地,峡谷,断崖,灌木丛,高原, 戈壁",環境,農村,"農村,平原,草原,山,連綿起伏的丘陵,樹林,草地,峽谷,斷崖,灌木叢,高原, 戈壁"
AMBIENCE,SCHOOL,AMBSchl,AMB,"Academic, Academy, Admission, Assembly, Attendance, Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Baccalaureate, Blackboard, Boarding, Cafeteria, Campus, Class, Classroom, College, Collegium, Community, Courses, Curricular, Curriculum, Dormitory, Dropout, Educate, Education, Educational, Elementary, Enrolment, Faculty, Grade, Graduate, Gym, High, Institute, Institution, Instructional, International, Junior, Kindergarten, Learn, Learning, Lesson, Lyceum, Middle, Montessori, Nursery, Polytechnic, Preschool, Primary, Private, Public, Pupil, Recess, Scholar, Scholarly, Scholastic, Schoolchild, Schoolhouse, Schoolroom, Schooltime, Schoolwork, Secondary, Seminar, Seminary, Student, Studies, Studying, Teacher, Teaching, Trade, Tuition, University, Vocational",环境,校园,"小学,初中,高中,学院,学前班,大学,课堂,大会,教室, 操场, 学校走廊, 放学, 食堂",環境,校園,"小學,初中,高中,學院,學前班,大學,課堂,大會,教室, 操場, 學校走廊, 放學, 食堂"
AMBIENCE,SCIFI,AMBSci,AMB,"Alien, Anime, Artificial, Asimov, Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Beowulf, Center, Chamber, Cheesy, City, Command, Cyberpunk, Dystopian, Extraterrestrial, Fiction, Future, Futuristic, Genetic, Gravity, Hi-Tec, High-Tech, Holographic, Intelligence, Interstellar, Manga, Mars, Martians, Moon, Moonscape, Nanotechnology, Nerds, Planet, Planets, Portal, Sci, Sci-Fi, Science, Singularity, Space, Spaceship, Star, Starwars, Station, Steampunk, Sun, Tech, Teleportation, Teleporter, Time, Travel, Trek, Trekkie, Tribble, Virtual, Wars, Wormhole, Wormholes",环境,科幻,"科技实验室, 宇宙飞船, 赛伯朋克, 蒸汽朋克",環境,科幻,"科技實驗室, 宇宙飛船, 賽伯朋克, 蒸汽朋克"
AMBIENCE,SEASIDE,AMBSea,AMB,"Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Bathing, Bay, Bayside, Beach, Beaches, Beachfront, Beachline, Beachscape, Beachside, Beachy, Boardwalk, Coast, Coastal, Coastland, Coastline, Coasts, Costal, Cove, Dock, Embankment, Esplanade, Harbor, Harborside, Headland, Inshore, Intertidal, Lighthouse, Marina, Mediterranean, Ocean, Oceanfront, Oceanside, Pier, Promenade, Quay, Quayside, Resort, Sandbeach, Sandy, Sea, Seaboard, Seacliff, Seacoast, Seafront, Seaport, Seascape, Seashore, Seashores, Seaside, Shore, Shoreface, Shorefront, Shoreland, Shoreline, Shoreside, Strand, Surf, Surfside, Tideland, Waterfront, Waterside, Waves, Windswept",环境,海边,"海滩,海边,沿海,沙滩,海岸线,海滨,木板路,海滩度假村,海堤,码头,海港, 岸边",環境,海邊,"海灘,海邊,沿海,沙灘,海岸線,海濱,木板路,海灘度假村,海堤,碼頭,海港, 岸邊"
AMBIENCE,SPORT,AMBSprt,AMB,"Arena, Athletic, Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Baseball, Basketball, Boxing, Challenge, Competition, Complex, Court, Cricket, Event, Facility, Field, Football, Gymnasium, Hockey, League, Little, MLB, MMA, NBA, NFL, Practice, Soccer, Sports, Stadium, Tennis, Track, Training, Wrestling",环境,运动场,"NFI, 足球, NBA, 篮球, 美国职业棒球大联盟, 棒球, 网球, 体育赛事, 小联盟, 训练,排球,冰球",環境,運動場,"NFI, 足球, NBA, 籃球, 美國職業棒球大聯盟, 棒球, 網球, 體育賽事, 小聯盟, 訓練,排球,冰球"
AMBIENCE,SUBURBAN,AMBSubn,AMB,"Affluent, Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Barrio, Bucolic, Burbs, Community, Cul-De-Sac, Development, Exurb, Exurban, Exurbia, Exurbs, Gated, Hamlet, Insular, Interurban, Middleclass, Neighborhood, Outskirts, Residential, Sprawl, Suburb, Suburbanism, Suburbanite, Suburbanites, Suburbia, Tract, Village",环境,郊区,"郊区,住宅,邻里,死胡同,村庄,乡村,郊区",環境,郊區,"郊區,住宅,鄰里,死胡同,村莊,鄉村,郊區"
AMBIENCE,SWAMP,AMBSwmp,AMB,"Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Backwater, Backwaters, Bayou, Bayous, Bog, Boggy, Bogs, Bottomland, Bottomlands, Brackish, Everglade, Everglades, Fen, Fenland, Fens, Fenway, Fetid, Flood, Freshwater, Frog, Lagoon, Lowland, Mangrove, Marais, Marsh, Marshes, Marshland, Marshlands, Marshy, Mire, Mires, Moat, Morass, Morasses, Mucky, Mudbank, Muddy, Mudflat, Mudhole, Mudholes, Murk, Muskeg, Pocosin, Quagmire, Quagmires, Quicksand, Riparian, Saltwater, Slough, Sloughs, Swampland, Swamplands, Swampy, Tamarack, Thickets, Waterlogged, Wetland, Wetlands",环境,沼泽地,"青蛙,沼泽,湿地,河岸,湖边,湖,红树林, 湿地树木",環境,沼澤地,"青蛙,沼澤,濕地,河岸,湖邊,湖,紅樹林, 濕地樹木"
AMBIENCE,TOWN,AMBTown,AMB,"Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Borough, Boroughs, Burg, Capital, Center, Cities, Ciudad, Commune, Community, Hamlet, Hometown, Local, Localities, Locality, Location, Main, Municipalities, Municipality, Neighborhood, Settlement, Small, Square, Street, Town, Townhall, Townish, Townsfolk, Township, Townspeople, Village, Villages",环境,小镇,"镇,村,小村庄,小镇,社区,社区",環境,小鎮,"鎮,村,小村莊,小鎮,社區,社區"
AMBIENCE,TRAFFIC,AMBTraf,AMB,"Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Avenue, Boulevard, Bridge, Bys, Car, Cars, Circle, Congestion, Detour, Expressway, Freeway, Highway, Hour, Intersection, Jam, Lane, Motorway, Overpass, Road, Roads, Roundabout, Route, Rush, Signage, Signaling, Street, Toll, Transportation, Travelling, Underpass, Vehicles, Vehicular, Wash, Washy",环境,交通,"车道, 高速公路, 林荫大道, 公路, 马路",環境,交通,"車道, 高速公路, 林蔭大道, 公路, 馬路"
AMBIENCE,TRANSPORTATION,AMBTran,AMB,"Air, Airfield, Airport, Area, Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Booth, Border, Bus, Cable, Car, Center, Concourse, Control, Crossing, Customs, Depot, Ferry, Freight, Garage, Heliport, Highway, Hub, Immigration, Inspection, Metro, Parking, Port, Rail, Rest, Seaport, Station, Stop, Subway, Terminal, Terminus, Toll, Tower, Traffic, Train, Tram, Transit, Transport, Truck, Tube, Vehicle",环境,交通工具,"火车站,机场,汽车站,地铁站,终点站,车厂,火车,公交车站",環境,交通工具,"火車站,機場,汽車站,地鐵站,終點站,車廠,火車,公交車站"
AMBIENCE,TROPICAL,AMBTrop,AMB,"Amazon, Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Biodiversity, Borneo, Bromeliad, Bush, Canopy, Caribbean, Cloud, Congo, Dengue, Equatorial, Exotic, Forest, Hawaiian, Humid, Island, Jungle, Lush, Mangrove, Mediterranean, Midlatitude, Monsoonal, Neotropical, Paradise, Rainforest, Semitropical, Southeast, Subhumid, Subtemperate, Subtropic, Subtropical, Subtropics, Sultry, Tropic, Tropical, Tropicalia, Tropicalian, Tropicalist, Tropics",环境,热带,"丛林,灌木,热带雨林,云雾林,热带植物",環境,熱帶,"叢林,灌木,熱帶雨林,雲霧林,熱帶植物"
AMBIENCE,TUNDRA,AMBTndra,AMB,"Antarctic, Antarctica, Arctic, Arctics, Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Badlands, Barren, Barrens, Dogsled, Dogsleds, Frozen, Glacier, Glaciers, Greenland, Ice, Icebergs, Icebound, Icecap, Icecaps, Icefield, Icefields, Icy, Igloos, Moss, Mosses, Muskeg, Muskegs, Muskox, North, Permafrost, Polar, Pole, Siberia, Snow, Snowless, South, Steppes, Subarctic, Treeless, Wastelands, Yukon",环境,冻土,"北极,南极,高原,极地,冰川,雪,冰原, 雪原, 暴风雪",環境,凍土,"北極,南極,高原,極地,冰川,雪,冰原, 雪原, 暴風雪"
AMBIENCE,UNDERGROUND,AMBUndr,AMB,"Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Basement, Belowground, Bomb, Bunker, Buried, Catacomb, Catacombs, Cave, Cavern, Caverns, Caves, Cellar, Crypt, Drips, Dungeon, Echoes, Groundwater, Hideout, Mine, Passage, Passageway, Sewer, Shaft, Shelter, Subsurface, Subterranean, Subterraneous, Subway, Sunken, Tunnel, Tunnels",环境,地下,"洞穴,滴水,回声,下水道,地堡,隧道,地牢,熔岩管,地窖,地下,沉没,埋藏,地下室,竖井,矿井,通道,矿道",環境,地下,"洞穴,滴水,迴聲,下水道,地堡,隧道,地牢,熔岩管,地窖,地下,沉沒,埋藏,地下室,豎井,礦井,通道,礦道"
AMBIENCE,UNDERWATER,AMBUndwtr,AMB,"Aqualung, Aquanaut, Aquanauts, Aquarian, Aquarium, Aquatic, Aquatile, Atlantean, Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Bathypelagic, Bathyscaphe, Bathysphere, Bottom, Cave, Chthonian, Chthonic, Coral, Deepsea, Deepwater, Diver, Divers, Frogmen, Kelp, Marine, Neptunian, Ocean, Oceanic, Reef, Sea, Seabed, Seafloor, Seamount, Seawater, Sharks, Shipwreck, Spearfishing, Spelunking, Subaquatic, Subareal, Subcontinental, Submerged, Submergible, Submerging, Submersibles, Submersion, Subsurface, Trench, Undersea, Underseas",环境,水下,"水下,礁石,珊瑚,海沟,淹没,海底,水下,海底生物, 深海, 鱼类, 鲨鱼",環境,水下,"水下,礁石,珊瑚,海溝,淹沒,海底,水下,海底生物, 深海, 魚類, 鯊魚"
AMBIENCE,URBAN,AMBUrbn,AMB,"Alley, Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Bridge, Bustling, Center, Centre, Cities, Citified, City, Cityfied, Cityscape, Cityside, Civic, Civilian, Congestion, Cosmopolitan, Dense, District, Downtown, Financial, Ghetto, High, Honk, Hour, Inner, Innercity, Intercity, Interurban, Megacity, Metro, Metropolis, Metropolitan, Municipal, Municipalities, Overpass, Pedestrian, Plaza, Public, Rise, Row, Rush, Sidewalk, Skid, Skyscraper, Slum, Streetlife, Street, Streets, Traffic, Tunnel, Urbain, Urbana, Urbane, Urbanisation, Urbanism, Urbanist, Urbanistic, Urbanite, Urbanites, Urbanity, Urbanization, Urbanized, Urbanizing, Urbano, Urbanophilic, Urbans, Wash, Washy",环境,城市,"大都市, 密集的城市, 城市, 市中心, 内城, 大都会, 繁华, 高峰时间, 拥堵, 贫民窟, 金融区, 城区, 高楼, 街区, 人群",環境,城市,"大都市, 密集的城市, 城市, 市中心, 內城, 大都會, 繁華, 高峰時間, 擁堵, 貧民窟, 金融區, 城區, 高樓, 街區, 人群"
AMBIENCE,WARFARE,AMBWar,AMB,"Air-Raid, Assault, Barracks, Atmos, Atmosphere, Ambience, Ambiance, BG, Background, Barrage, Base, Battle, Battlefield, Battles, Biowarfare, Blitz, Blitzkrieg, Blitzkriegs, Bombardment, Bombardments, Brigandage, Broadside, Bunker, Cannonade, Center, Checkpoint, Combat, Command, Conflict, Conquest, Engagement, Espionage, Fight, Flak, Foxhole, Fusillade, Hostilities, Invasions, Jihad, Jihads, Militarism, Military, Offensive, Operation, Operational, Operations, Raid, Salvo, Skirmish, Skirmishes, Skirmishing, Soldiering, Statecraft, Tactics, Terrorisation, Terrorism, Terrorization, Trench, Violence, War, Warfares, Warfighting, Warless, Warlike, Warring, Warriorship, Wartime, Weaponization, Weaponry, Zone",环境,战争,"战争,战斗,小规模冲突,遭遇,攻击,进攻,闪电战,空袭,突袭,轰炸,弹幕,飞弹,闪电战,齐射,高射炮,战舰,大炮",環境,戰爭,"戰爭,戰鬥,小規模衝突,遭遇,攻擊,進攻,閃電戰,空襲,突襲,轟炸,彈幕,飛彈,閃電戰,齊射,高射砲,戰艦,大砲"
