Category,SubCategory,CatID,CatShort,Synonyms - Comma Separated,Category_zh,SubCategory_zh,Synonyms_zh,Category_tw,SubCategory_tw,Synonyms_tw,Category_ja,SubCategory_ja,Synonyms_ja
AMBIENCE,UNDERWATER,AMBUndwtr,AMB,"underwater, reef, coral, ocean trench, submerged, undersea, subaquatic, shipwreck",环境,水下,"水下,礁石,珊瑚,海沟,淹没,海底,水下,海底生物, 深海, 鱼类, 鲨鱼",環境,水下,"水下,礁石,珊瑚,海溝,淹沒,海底,水下,海底生物, 深海, 魚類, 鯊魚",アンビエンス,水中,"水中,岩礁,サンゴ,海溝,水没,海中,難破船"
AMBIENCE,URBAN,AMBUrbn,AMB,"metropolis, dense city, city, downtown, inner city, metropolitan, bustling, rush hour, congestion, city center, slum, skid row, ghetto, financial district",环境,城市,"大都市, 密集的城市, 城市, 市中心, 内城, 大都会, 繁华, 高峰时间, 拥堵, 贫民窟, 金融区, 城区, 高楼, 街区, 人群",環境,城市,"大都市, 密集的城市, 城市, 市中心, 內城, 大都會, 繁華, 高峰時間, 擁堵, 貧民窟, 金融區, 城區, 高樓, 街區, 人群",アンビエンス,アーバン、都市,"メトロポリス,密集した都市,都市,ダウンタウン,都心,大都市,にぎやか,ラッシュアワー,混雑,都心,スラム,スキッドロー,ゲットー,金融街"
AMBIENCE,WARFARE,AMBWar,AMB,"war, warfare, battle, skirmish, combat, fight, engagement, assault, offensive, blitz, air-raid, raid, bombardment, barrage, fusillade, blitzkrieg, salvo, flak, broadside, cannonade",环境,战争,"战争,战斗,小规模冲突,遭遇,攻击,进攻,闪电战,空袭,突袭,轰炸,弹幕,飞弹,闪电战,齐射,高射炮,战舰,大炮",環境,戰爭,"戰爭,戰鬥,小規模衝突,遭遇,攻擊,進攻,閃電戰,空襲,突襲,轟炸,彈幕,飛彈,閃電戰,齊射,高射砲,戰艦,大砲",アンビエンス,戦争、戦闘,"戦争,戦争,戦闘,小競り合い,戦闘,戦い,婚約,暴行,攻撃,電撃,空襲,空襲,砲撃,弾幕,噴射,電撃戦,一斉射撃,対空砲,広角砲,大砲,砲弾"
ANIMALS,AMPHIBIAN,ANMLAmph,ANML,"frog, toad, bullfrog, salamander, newt, chorus frog, peeper, croaker, axolotl",动物,两栖动物,"青蛙,蟾蜍,牛蛙,蝾螈,黄花鱼",動物,兩棲動物,"青蛙,蟾蜍,牛蛙,蠑螈,黃花魚",動物,両生類,"frog, toad, bullfrog, salamander, newt, chorus frog, peeper, croaker, axolotl"
ANIMALS,AQUATIC,ANMLAqua,ANML,"whale, dolphin, porpoise, sea lion, seal, killer whale, orca, manatee, walrus, elephant seal, marine otter, sea otter, beluga, narwhal, dugong, shark, stingray, jellyfish, squid, octopus, crabs, lobsters, eels",动物,水生动物,"鲸鱼, 海豚, 鼠海豚, 海狮, 虎鲸, 逆戟鲸, 海牛, 海象, 海豹, 水獭, 海獭, 白鲸, 独角鲸, 儒艮, 鲨鱼, 黄貂鱼, 海蜇, 鱿鱼, 章鱼",動物,水生動物,"鯨魚, 海豚, 鼠海豚, 海獅, 虎鯨, 逆戟鯨, 海牛, 海象, 海豹, 水獺, 海獺, 白鯨, 獨角鯨, 儒艮, 鯊魚, 黃貂魚, 海蜇, 魷魚, 章魚",動物,水生,"クジラ,イルカ,イルカ,アシカ,アザラシ,シャチ,マナティー,セイウチ,ゾウアザラシ,ラッコ,ラッコ,ベルーガ,イッカク,ジュゴン,サメ,エイ,クラゲ,イカ,タコ,カニ,ロブスター,ウナギ"
ANIMALS,BAT,ANMLBat,ANML,"flying fox, vampire bats, fruit bat",动物,蝙蝠,"狐蝠,吸血蝙蝠,果蝠",動物,蝙蝠,"狐蝠,吸血蝙蝠,果蝠",動物,コウモリ,"オオコウモリ,吸血コウモリ,フルーツコウモリ"
ANIMALS,CAT DOMESTIC,ANMLCat,ANML,"meow, purr, kitten, kitty, feline, alley cat",动物,家猫,"喵,呼噜声,小猫,大猫,猫科动物,胡同猫, 长毛猫, 短毛猫",動物,家貓,"喵,呼嚕聲,小貓,大貓,貓科動物,胡同貓, 長毛貓, 短毛貓",動物,ネコ,"にゃあ,にゃあ,子猫,ネコ,路地ネコ"
ANIMALS,CAT WILD,ANMLWcat,ANML,"lion, tiger, puma, cougar, leopard, jaguar, snow leopard, cheetah, lynx, bobcat, caracal, ocelot, panther, serval",动物,猫科动物,"狮子,老虎,美洲狮,豹,美洲虎,雪豹,猎豹,猞猁,山猫,狞猫,豹猫,豹,薮猫",動物,貓科動物,"獅子,老虎,美洲獅,豹,美洲虎,雪豹,獵豹,猞猁,山貓,獰貓,豹貓,豹,藪貓",動物,野生のネコ,"ライオン,トラ,ピューマ,クーガー,ヒョウ,ジャガー,ユキヒョウ,チーター,オオヤマネコ,ヤマネコ,カラカル,オセロット,ヒョウ,サーバル"
ANIMALS,DOG,ANMLDog,ANML,"dog, hound, bark, puppy, doggie, lapdog, mutt, pooch",动物,狗,"狗,猎犬,吠声,小狗,大狗,哈巴狗,杂种狗,巡回犬, 牧羊犬, 柯基, 柴犬",動物,狗,"狗,獵犬,吠聲,小狗,大狗,哈巴狗,雜種狗,巡迴犬, 牧羊犬, 柯基, 柴犬",動物,犬,"犬,ハウンド,吠える,子犬,ワンちゃん,愛玩動物,雑種犬,ポチ"
ANIMALS,DOG WILD,ANMLWdog,ANML,"wolf, fox, coyote, jackal, dingo, lupus, canid",动物,犬科动物,"狼,狐狸,土狼,豺狼,野狗,狼疮, 藏狐",動物,犬科動物,"狼,狐狸,土狼,豺狼,野狗,狼瘡, 藏狐",動物,野生の犬,"オオカミ,キツネ,コヨーテ,ジャッカル,ディンゴ,ルーファス,イヌ科動物"
ANIMALS,FARM,ANMLFarm,ANML,"cow, sheep, goat, pig, cattle, llama, alpaca",动物,养殖场,"牛,绵羊,山羊,猪,牛,美洲驼,羊驼, 奶牛",動物,養殖場,"牛,綿羊,山羊,豬,牛,美洲駝,羊駝, 奶牛",動物,農場、ファーム,"牛,羊,山羊,豚,牛,ラマ,アルパカ"
ANIMALS,HORSE,ANMLHors,ANML,"donkey, mule, ass, zebra",动物,马,"驴,骡,驴,斑马",動物,馬,"驢,騾,驢,斑馬",動物,馬,"ロバ,ラバ,ケツ,シマウマ"
ANIMALS,INSECT,ANMLInsc,ANML,"grasshopper, cricket, cicada, fly, bee, wasp, hornet, weta, conehead, locust, beetle, cockroach",动物,昆虫,"蚱蜢,蟋蟀,蝉,果蝇,蜜蜂,黄蜂, 蚂蜂,大黄蜂,螳螂,独角仙,蝗虫,甲虫,蟑螂",動物,昆蟲,"蚱蜢,蟋蟀,蟬,果蠅,蜜蜂,黃蜂, 螞蜂,大黃蜂,螳螂,獨角仙,蝗蟲,甲蟲,蟑螂",動物,昆虫,"バッタ,コオロギ,セミ,ハエ,ハチ,スズメバチ,ウェタ,コーンヘッド,イナゴ,カブトムシ,ゴキブリ"
ANIMALS,MISC,ANMLMisc,ANML,miscellaneous,动物,其它,"其他种类的动物, 各种各样的",動物,其它,"其他種類的動物, 各種各樣的",動物,その他,雑多なもの
ANIMALS,PRIMATE,ANMLPrim,ANML,"chimpanzee, ape, gorilla, lemur, orangutan, capuchin, marmoset, monkey, gibbon, bonobo, baboon",动物,灵长类,"黑猩猩,猿,大猩猩,狐猴,卷尾猴,狨猴,猴子,长臂猿,倭黑猩猩,狒狒",動物,靈長類,"黑猩猩,猿,大猩猩,狐猴,卷尾猴,狨猴,猴子,長臂猿,倭黑猩猩,狒狒",動物,霊長類,"チンパンジー,サル,ゴリラ,キツネザル,オランウータン,カプチーノ,マーモセット,サル,テナガザル,ボノボ,ヒヒ"
ANIMALS,REPTILE,ANMLRept,ANML,"snake, lizard, alligator, crocodile, turtle, gharial, caiman, gecko",动物,爬行动物,"蛇,蜥蜴,鳄鱼,鳄鱼,龟,恒河鳄,凯门鳄,壁虎",動物,爬行動物,"蛇,蜥蜴,鱷魚,鱷魚,龜,恒河鱷,凱門鱷,壁虎",動物,爬虫類,"ヘビ,トカゲ,ワニ,ワニカメ,ガビアル,カイマン,ヤモリ"
ANIMALS,RODENT,ANMLRdnt,ANML,"mouse, mice, rat, squirrel, mole, porcupine, guinea pig, chipmunk, beaver, gopher, raccoon, prairie dog, gerbil, hamster, marmot, lemming, muskrat, chinchilla, rodent",动物,啮齿动物,"老鼠, 松鼠, 鼹鼠, 豪猪, 豚鼠, 花栗鼠, 海狸, 地鼠, 浣熊, 草原土拨鼠, 沙鼠, 仓鼠, 土拨鼠, 旅鼠, 麝鼠, 龙猫",動物,囓齒動物,"老鼠, 松鼠, 鼴鼠, 豪豬, 豚鼠, 花栗鼠, 海狸, 地鼠, 浣熊, 草原土撥鼠, 沙鼠, 倉鼠, 土撥鼠, 旅鼠, 麝鼠, 龍貓",動物,齧歯類,"マウス,ネズミ,リス,モグラ,ヤマアラシ,モルモット,シマリス,ビーバー,ゴーファー,アライグマ,プレーリードッグ,スナネズミ,ハムスター,マーモット,レミング,マスクラット,チンチラ,げっ歯類"
ANIMALS,WILD,ANMLWild,ANML,"bear, giraffe, hippo, elephant, elk, deer, gazelle, badger, anteater, platypus, sloth, wolverine, boar, wombat, koala, kangaroo, wallaby, wildebeest, panda, antelope, racoon, elk, reindeer, rhino, aardvark, warthog, impala, hippopotamus, honey badger, buffalo, moose",动物,野生动物,"熊,长颈鹿,河马,大象,麋鹿,鹿,斑羚,獾,食蚁兽,鸭嘴兽,树懒,金刚狼,野猪,袋熊,考拉,袋鼠,小袋鼠,角马,鬣狗,熊猫,羚羊,浣熊,麋鹿,驯鹿,犀牛,土豚,疣猪,黑斑羚,河马,蜜獾,水牛,驼鹿",動物,野生動物,"熊,長頸鹿,河馬,大象,麋鹿,鹿,斑羚,獾,食蟻獸,鴨嘴獸,樹懶,金剛狼,野豬,袋熊,考拉,袋鼠,小袋鼠,角馬,鬣狗,熊貓,羚羊,浣熊,麋鹿,馴鹿,犀牛,土豚,疣豬,黑斑羚,河馬,蜜獾,水牛,駝鹿",動物,野生、ワイルド,"クマ,キリン,カバ,ゾウ,ヘラジカ,シカ,ガゼル,アナグマ,アリクイ,カモノハシ,ナマケモノ,クズリ,イノシシ,ウォンバット,コアラ,カンガルー,ワラビー,ノウサギ,パンダ,カモシカ,ラクーン,エルク,トナカイ,サイ,ツチノコ,イボイノシシ,インパラ,カバ,ハナグマ,水牛,ヘラジカ"
ARCHIVED,ADR,ADR,ADR,"adr, loop, replacement dialog",归档,ADR,后期录音,歸檔,ADR,後期錄音,アーカイブ,アフレコ,"adr,ループ,置換ダイアログ"
ARCHIVED,ASSET,ASSET,ASSET,"asset, resource, tag",归档,资源,"资产,资源,标签",歸檔,資源,"資產,資源,標籤",アーカイブ,資料,"アセット,リソース,タグ"
ARCHIVED,BOUNCE,BNCE,BNCE,"bounce, crashdown",归档,导出,"素材导出,多层素材合并",歸檔,導出,"素材導出,多層素材合併",アーカイブ,バウンス,"バウンス,クラッシュダウン"
ARCHIVED,IMPULSE RESPONSE,IR,IR,"impulse response, IR, altiverb, reverb sample, convolution reverb",归档,卷积混响素材,"混响,IR,卷积混响,混响采样",歸檔,卷積混響素材,"混響,IR,卷積混響,混響採樣",アーカイブ,リバーブ成分など,"インパルス応答,IR,ALTIVERB,リバーブサンプル,コンボリューションリバーブ"
ARCHIVED,LOOP GROUP,LPGRP,LPGRP,"loop group, walla",归档,循环群组,循环声音素材,歸檔,循環群組,循環聲音素材,アーカイブ,ループグループ,"ループグループ, ワラ"
ARCHIVED,MIX,MIX,MIX,"premix, final mix, stem, M&E, mixdown, printmaster",归档,混音,"预混,最终混音,M&E,混音,分轨",歸檔,混音,"預混,最終混音,M&E,混音,分軌",アーカイブ,ミックス,"プリミックス, ファイナルミックス, ステム, M&E, ミックスダウン, プリントマスター"
ARCHIVED,PFX,PFX,PFX,production,归档,现场音效,现场音效,歸檔,現場音效,現場音效,アーカイブ,使用著作に問題あり,プロダクション
ARCHIVED,PRODUCTION,PROD,PROD,"production take, dialog line, dx",归档,现场对白,"对话, 台词",歸檔,現場對白,"對話, 台詞",アーカイブ,プロダクション,"プロダクションテイク, ダイアログライン, dx"
ARCHIVED,RAW,RAW,RAW,"dat tape, raw files, unprocessed",归档,原始素材,"数据磁带,原始文件,未处理的素材",歸檔,原始素材,"數據磁帶,原始文件,未處理的素材",アーカイブ,RAWファイル,"datテープ, 生ファイル, 未処理"
ARCHIVED,REFERENCE,REF,REF,"reference, inspiration",归档,参考素材,"参考,灵感",歸檔,參考素材,"參考,靈感",アーカイブ,使用著作に制限あり,"参考,インスピレーション"
ARCHIVED,SCENE,SCNE,SCNE,"readymade, prebuilt",归档,场景素材,"素材, 设计的素材",歸檔,場景素材,"素材, 設計的素材",アーカイブ,シーン,"レディメイド,プレビルド"
ARCHIVED,TEST TONE,TEST,TEST,"adr beeps, test tones, bleeping tone, 2pops, white noise, pink noise, sine wave sweeps",归档,测试音,"adr 哔哔声,测试音,哔音,2pops,白噪声,粉红噪声,正弦波扫描, 信号",歸檔,測試音,"adr 嗶嗶聲,測試音,嗶音,2pops,白噪聲,粉紅噪聲,正弦波掃描, 信號",アーカイブ,テストノイズ、信号,"アドラビープ,テストトーン,ビープ音,2ポップス,ホワイトノイズ,ピンクノイズ,サインウェーブスイープ"
ARCHIVED,TRADEMARKED,TMARK,TMARK,"trademark, copyright, product sound, licensed, registered, legal",归档,商标音,"商标,版权,产品声音,许可,注册,合法, 标识",歸檔,商標音,"商標,版權,產品聲音,許可,註冊,合法, 標識",アーカイブ,著作権表示あり,"商標,著作権,製品サウンド,ライセンス,登録,法的拘束力"
ARCHIVED,WORK IN PROGRESS,WIP,WIP,"work in progress, wip, unfinished",归档,过程中素材,"工作进行中,未完成",歸檔,過程中素材,"工作進行中,未完成",アーカイブ,メタデータ作業進行中,"進行中の仕事,ワイプ,未完成"
ARCHIVED,WTF,WTF,WTF,"uncategorizable, unknown, jokes",归档,未确认素材,"不可归类的,未知的",歸檔,未確認素材,"不可歸類的,未知的",アーカイブ,その他に該当,"未分類,未知,ジョーク"
BEEPS,APPLIANCE,BEEPAppl,BEEP,"microwave, dishwasher, washing machine, dryer",提示音,电器,"微波炉,洗碗机,洗衣机,烘干机",提示音,電器,"微波爐,洗碗機,洗衣機,烘乾機",ビープ音,案内、警告,"電子レンジ, 食器洗い機, 洗濯機, 乾燥機"
BEEPS,GENERAL,BEEP,BEEP,beep,提示音,通用,嘟,提示音,通用,嘟,ビープ音,全般,ビープ音
BEEPS,LOFI,BEEPLofi,BEEP,"atari, famicom, colecovision",提示音,低保真,"电话音,电视音,广播",提示音,低保真,"電話音,電視音,廣播",ビープ音,低音,"アタリ,ファミコン,コレコビジョン"
BEEPS,MEDICAL,BEEPMed,BEEP,"EKG, ECG, KDC, heart monitor, flatline, ultrasound",提示音,医疗器械,"心电图,KDC,心脏监护仪,超声波,医用",提示音,醫療器械,"心電圖,KDC,心臟監護儀,超聲波,醫用",ビープ音,医療機器,"心電図,ECG,KDC,心臓モニター,フラットライン,超音波"
BEEPS,TIMER,BEEPTimer,BEEP,"microwave, oven timer, digital watch, phone timer",提示音,计时器,"微波炉,烤箱定时器,数字手表,定时器",提示音,計時器,"微波爐,烤箱定時器,數字手錶,定時器",ビープ音,タイマー,"電子レンジ,オーブンタイマー,デジタル時計,電話タイマー"
BEEPS,VEHICLE,BEEPVeh,BEEP,"forklift beep, backup beep",提示音,车辆,"叉车蜂鸣,备用蜂鸣",提示音,車輛,"叉車蜂鳴,備用蜂鳴",ビープ音,車,"フォークリフトビープ音,バックアップビープ音"
BELLS,ANIMAL,BELLAnml,BELL,"cowbell, hawkbell, collar bell, sheep bell",钟铃,动物,"牛铃,狗铃,猫铃",鐘鈴,動物,"牛鈴,狗鈴,貓鈴",ベル、鈴,動物,"カウベル,ホークベル,カラーベル,シープベル"
BELLS,DOORBELL,BELLDoor,BELL,"doorbell, door chime, ding dong, tring",钟铃,门铃,"门铃,叮咚",鐘鈴,門鈴,"門鈴,叮咚",ベル、鈴,ドア、玄関,"ドアベル,ドアチャイム,ディンドン,トリン"
BELLS,GONG,BELLGong,BELL,"gong, gamelan, agung, bowl gong, tam-tam",钟铃,锣,"锣, 铜钟",鐘鈴,鑼,"鑼, 銅鐘",ベル、鈴,ゴーン,"ゴング,ガムラン,アグン,ボウルゴング,タムタム"
BELLS,HANDBELL,BELLHand,BELL,"hand bell, dinner bell, school bell, alter bell, sleigh bell, jinglebells, butler bell",钟铃,手铃,"手摇铃,晚餐铃,校铃,雪橇铃",鐘鈴,手鈴,"手搖鈴,晚餐鈴,校鈴,雪橇鈴",ベル、鈴,ハンドベル,"ハンドベル,ディナーベル,スクールベル,分身ベル,そりベル,ジングルベル,バトラーベル"
BELLS,LARGE,BELLLrg,BELL,"temple bell, church bell, peal, tower bell",钟铃,大钟,"寺庙钟, 教堂钟, 大钟,编钟",鐘鈴,大鐘,"寺廟鐘, 教堂鐘, 大鐘,編鐘",ベル、鈴,大きな鐘,"寺院の鐘,教会の鐘,ピール,塔の鐘"
BELLS,MISC,BELLMisc,BELL,"bicycle bell, service bell, call bell",钟铃,其它,"自行车铃,服务铃,呼叫铃",鐘鈴,其它,"自行車鈴,服務鈴,呼叫鈴",ベル、鈴,その他,"自転車のベル,サービスベル,コールベル"
BIRDS,BIRD OF PREY,BIRDPrey,BIRD,"hawk, eagle, falcon, owl, vulture, condor, buzzard, kite, osprey, harrier, kestrel, caracara",鸟类,猛禽,"鹰,猎鹰,猫头鹰,秃鹫,秃鹰,秃鹰,风筝,鱼鹰,鹞,红隼",鳥類,猛禽,"鷹,獵鷹,貓頭鷹,禿鷲,禿鷹,禿鷹,風箏,魚鷹,鷂,紅隼",鳥,猛禽類、フクロウ,"タカ,ワシ,ハヤブサ,フクロウ,ハゲワシ,コンドル,ノスリ,トビ,ミサゴ,ハリアー,ケストレル,カラカラ"
BIRDS,CROW,BIRDCrow,BIRD,"crow, raven, jay, blue jay, magpie, nutcracker",鸟类,乌鸦,"乌鸦,喜鹊",鳥類,烏鴉,"烏鴉,喜鵲",鳥,集団、群集,"カラス,ワタリガラス,カケス,アオカケス,カササギ,クルミ割り人形"
BIRDS,FOWL,BIRDFowl,BIRD,"chicken, pheasant, turkey, geese, goose, grouse, duck, swan, partridge, teal, mallard, eider, guans, chachalacas, curassow, quail, grebe, chukar, ptarmigan",鸟类,家禽,"鸡,雉鸡,火鸡,鹅,松鸡,鸭,天鹅,鹧鸪,野鸭,绒鸭,鹌鹑,雷鸟",鳥類,家禽,"雞,雉雞,火雞,鵝,松雞,鴨,天鵝,鷓鴣,野鴨,絨鴨,鵪鶉,雷鳥",鳥,にわとり、水鳥,"鶏,キジ,七面鳥,ガチョウ,ライチョウ,カモ,白鳥,ウズラ,コガモ,マガモ,アイダー,グアン,チャカラ,カラス,ウズラ,アライグマ,チャカ,フクロオオタニワトビ"
BIRDS,MISC,BIRDMisc,BIRD,"ani, roadrunner, cuckoo, woodpecker, nighthawk, nightjar, poorwill, hummingbird",鸟类,其它,"杜鹃, 啄木鸟, 夜鹰, 蜂鸟",鳥類,其它,"杜鵑, 啄木鳥, 夜鷹, 蜂鳥",鳥,その他,"アニ,ロードランナー,カッコー,キツツキ,ナイトホーク,ナイトジャー,プアーウィル,ハチドリ"
